Launch Date,Recalls Number,Make,Recalls Model Information,Concern,Defect,Remedy,Vehicle Numbers,Manufacturer Ref,Model,VIN Start,VIN End,Build Start,Build End,groupe,Date,Groupe,Valeur action
2011-04-18,R/2011/049,citroen,C4 Picasso,ELECTRIC PARKING BRAKE MAY MALFUNCTION,It has been identified that due to a nonconformity in one of the operating cables of the Electric Parking Brake (FSE)  it is possible that insufficient application (force) will be applied. This could result in only one wheel operating or locked. The driver  however  will receive warning of the issue by the illumination of the Parking Brake Warning Lamp on the instrument panel  along with a message on the multifuction screen.,Recall all affected vehicles for inspection  repair or if required  the replacement of the cable.,8230,MHV,C4 PICASSO,VF7******45002058,VF7******45104985,06/07/2006,11/05/2007,Peugeot S.A.,2011-04-18,Peugeot S.A.,0.0039566257692653685
2011-04-18,R/2011/010,suzuki,GRAND VITARA  2.4 PETROL,DRIVE BELT TENSIONER MAY BREAK.,The internal spring within the drive belt tensioner may break causing the drive belt to loose tension.  This will prevent the alternator  water pump and air-conditioning compressor pulleys from operating.  Warning lamps associated with battery charging and engine coolant temperature will illuminate.  In the worst case the drive belt may come off  preventing the power steering pulley from operating  increased driver effort will be required to steer the vehicle.,Replacement of the drive belt tensioner assembly.,2690,,GRAND VITARA,JSAJTAA4V00100047,JSAJTDA4V00217992,02/06/2008,20/10/2010,Suzuki Motor Corporation,2011-04-18,Suzuki Motor Corporation,0.007142706360731443
2011-04-29,R/2011/051,renault,Megane Generation,AIRBAG MAY NOT DEPLOY,The drivers airbag may not deploy in an accident and the passenger airbag could deploy at anytime even when it has been deactivated.,Recall the vehicles that are likely to be affected to reprogramme the airbag computer.,337,OBAN,MEGANE,,,01/06/2010,23/08/2010,Renault SA,2011-04-29,Renault SA,0.010868199256833723
2011-05-04,R/2011/039,citroen,C4,TAILGATE MAY OPERATE INCORRECTLY,The wiring loom to the tailgate may have been routed incorrectly. This could cause damage to the wiring and  amongst other things  the boot to open inadvertently.,Recall the vehicles that are likely to be affected to check and if necessary replace the tailgate wiring harness.,10844,MHU,C4,VF7******74343514,VF7******74530340,29/05/2004,21/07/2006,Peugeot S.A.,2011-05-04,Peugeot S.A.,0.001091609485108152
2011-05-05,R/2011/033,suzuki,Swift (NZ),TYRE MAY FOUL BODY,It is possible that the standard 15 inch steel wheel may have been replaced with 16 or 17 inch alloy wheels by dealers. This can result  if driven on full lock and up or down high objects  in the tyre contacting the inside of the inner wheel arch/housing.,Recall all potentially affected vehicles to have the steering rack replaced with a rack that is used with 16/17 inch alloy wheels as standard.,2,,SWIFT,,,,,Suzuki Motor Corporation,2011-05-05,Suzuki Motor Corporation,0.0
2011-05-05,R/2011/053,volvo car,V70   S80,LOSS OF POWER ASSISTED STEERING AND ENGINE MAY STALL.,It is possible that water can enter the electric hydraulic power assisted steering pump. This can affect the operation of the pump. The driver will receive warning in the form of warning messages and illumination of warning lights on the dashboard. However  the power assistance for the steering can failure  but in extreme circumstances the engine can unexpectedly stall.,Recall all affected vehicles and replace the power assisted steering pump.,190,R69203,S80,,,,,Volvo Group,2011-05-05,Volvo Group,0.003674028626987358
2011-05-05,R/2011/053,volvo car,V70   S80,LOSS OF POWER ASSISTED STEERING AND ENGINE MAY STALL.,It is possible that water can enter the electric hydraulic power assisted steering pump. This can affect the operation of the pump. The driver will receive warning in the form of warning messages and illumination of warning lights on the dashboard. However  the power assistance for the steering can failure  but in extreme circumstances the engine can unexpectedly stall.,Recall all affected vehicles and replace the power assisted steering pump.,190,R69203,V70,,,,,Volvo Group,2011-05-05,Volvo Group,0.003674028626987358
2011-05-09,R/2011/115,maserati,Quattroporte and Granturismo,LOSS OF VEHICLE CONTROL,The rear tie-rods may not confirm to the correct manufacturing specification. Therefore  depending on its usage and the road conditions  it is possible that the tie-rod may become damaged and may fail  which will result in the loss of control of the vehicle.,Recall the affected vehicles and replace the tie-rods.,131,196,QUATTROPORTE,ZAMFK39A790041624,ZAMHH45C000044172,,,Fiat Chrysler Automobiles,2011-05-09,Fiat Chrysler Automobiles,0.00620977366504872
2011-05-10,R/2011/123,bmw,1 Series  5 Series  7 Series  X3 &  X5  with diesel engine.,RISK OF FIRE,Moisture may enter the fuel filter heater at an electrical connection. Should this occur  it can cause a discharge of the battery  causing non starting of the vehicle. Also  if it occurs whilst the vehicle is in motion  it could result in a fire when the vehicle is left unattended.,Recall all affected vehicles and replace the fuel filter heater.,21923,0013080200,7 SERIES,,,20/08/2008,12/06/2009,BMW,2011-05-10,BMW,0.010897645262002062
2011-05-10,R/2011/123,bmw,1 Series  5 Series  7 Series  X3 &  X5  with diesel engine.,RISK OF FIRE,Moisture may enter the fuel filter heater at an electrical connection. Should this occur  it can cause a discharge of the battery  causing non starting of the vehicle. Also  if it occurs whilst the vehicle is in motion  it could result in a fire when the vehicle is left unattended.,Recall all affected vehicles and replace the fuel filter heater.,21923,0013080200,5 SERIES,,,20/08/2008,12/06/2009,BMW,2011-05-10,BMW,0.010897645262002062
2011-05-10,R/2011/123,bmw,1 Series  5 Series  7 Series  X3 &  X5  with diesel engine.,RISK OF FIRE,Moisture may enter the fuel filter heater at an electrical connection. Should this occur  it can cause a discharge of the battery  causing non starting of the vehicle. Also  if it occurs whilst the vehicle is in motion  it could result in a fire when the vehicle is left unattended.,Recall all affected vehicles and replace the fuel filter heater.,21923,0013080200,X3,,,20/08/2008,12/06/2009,BMW,2011-05-10,BMW,0.010897645262002062
2011-05-10,R/2011/123,bmw,1 Series  5 Series  7 Series  X3 &  X5  with diesel engine.,RISK OF FIRE,Moisture may enter the fuel filter heater at an electrical connection. Should this occur  it can cause a discharge of the battery  causing non starting of the vehicle. Also  if it occurs whilst the vehicle is in motion  it could result in a fire when the vehicle is left unattended.,Recall all affected vehicles and replace the fuel filter heater.,21923,0013080200,X5,,,20/08/2008,12/06/2009,BMW,2011-05-10,BMW,0.010897645262002062
2011-05-10,R/2011/123,bmw,1 Series  5 Series  7 Series  X3 &  X5  with diesel engine.,RISK OF FIRE,Moisture may enter the fuel filter heater at an electrical connection. Should this occur  it can cause a discharge of the battery  causing non starting of the vehicle. Also  if it occurs whilst the vehicle is in motion  it could result in a fire when the vehicle is left unattended.,Recall all affected vehicles and replace the fuel filter heater.,21923,0013080200,1 SERIES,,,20/08/2008,12/06/2009,BMW,2011-05-10,BMW,0.010897645262002062
2011-05-10,R/2011/123,bmw,1 Series  5 Series  7 Series  X3 &  X5  with diesel engine.,RISK OF FIRE,Moisture may enter the fuel filter heater at an electrical connection. Should this occur  it can cause a discharge of the battery  causing non starting of the vehicle. Also  if it occurs whilst the vehicle is in motion  it could result in a fire when the vehicle is left unattended.,Recall all affected vehicles and replace the fuel filter heater.,21923,0013080200,X6,,,20/08/2008,12/06/2009,BMW,2011-05-10,BMW,0.010897645262002062
2011-05-10,R/2011/126,honda,CR-Z,UNEXPECTED VEHICLE BEHAVIOUR IF ENGINE STALLS,Under certain conditions  if the vehicle is stalled it is possible the vehicle could move unexpectedly forward or backwards  depending on which gear is selected.,Recall the vehicles that are likely to be affected to apply new software for the IMA motor Electronic Control Unit.,3045,2011/05,CR-Z,JHMFZ1320BS200025,JHMFZ1360BS212052,16/12/2009,23/06/2011,Honda Motor Company,2011-05-10,Honda Motor Company,0.0041063446057062495
2011-05-12,R/2011/151,mercedes benz,S-Class 221,FRONT SEAT BELT HEIGHT ADJUSTERS MAY FAIL,The treaded connection of the front belt height adjuster may not correspond to the high quality required of Mercedes Benz under heavy loads.,Replace the front height adjusters including the threaded connection.,33,P179,S CLASS,WDD2210262A441506,WDD2211732A445240,,,Daimler AG,2011-05-12,Daimler AG,0.009000281547897039
2011-05-12,R/2011/142,mercedes benz,Sprinter,CONTROL MAY BE LOST,Rear suspension springs may not be to specification and could fail at the spring eye. If such a failure occurs vehicle control could be lost.,Recall the vehicles that are likely to be affected to check  and where necessary replace  the suspension springs.,9,C273,SPRINTER,WDB9062552N482706,WDB9061532N825826,,,Daimler AG,2011-05-12,Daimler AG,0.009000281547897039
2011-05-16,R/2011/059,volvo car,XC90,POWER STEERING ASSISTANCE COULD BE LOST AND FLUID MAY LEAK,A leak may occur from the internal pipes of the steering gear. In most cases the leak will be gradual and will drain the power steering oil generating noise and a slow decrease in the power steering assistance. In the worst case there could be a complete loss of power steering fluid and steering assistance without any warning to the driver.,Recall the vehicles that are likely to be affected to replace the internal pipe set.,4992,R69217,S80,563739,572767,,,Volvo Group,2011-05-16,Volvo Group,0.0018984352711169314
2011-05-16,R/2011/059,volvo car,XC90,POWER STEERING ASSISTANCE COULD BE LOST AND FLUID MAY LEAK,A leak may occur from the internal pipes of the steering gear. In most cases the leak will be gradual and will drain the power steering oil generating noise and a slow decrease in the power steering assistance. In the worst case there could be a complete loss of power steering fluid and steering assistance without any warning to the driver.,Recall the vehicles that are likely to be affected to replace the internal pipe set.,4992,R69217,XC90,565652,579322,,,Volvo Group,2011-05-16,Volvo Group,0.0018984352711169314
2011-05-16,R/2011/059,volvo car,XC90,POWER STEERING ASSISTANCE COULD BE LOST AND FLUID MAY LEAK,A leak may occur from the internal pipes of the steering gear. In most cases the leak will be gradual and will drain the power steering oil generating noise and a slow decrease in the power steering assistance. In the worst case there could be a complete loss of power steering fluid and steering assistance without any warning to the driver.,Recall the vehicles that are likely to be affected to replace the internal pipe set.,4992,R69217,S80,565652,579322,,,Volvo Group,2011-05-16,Volvo Group,0.0018984352711169314
2011-05-16,R/2011/059,volvo car,XC90,POWER STEERING ASSISTANCE COULD BE LOST AND FLUID MAY LEAK,A leak may occur from the internal pipes of the steering gear. In most cases the leak will be gradual and will drain the power steering oil generating noise and a slow decrease in the power steering assistance. In the worst case there could be a complete loss of power steering fluid and steering assistance without any warning to the driver.,Recall the vehicles that are likely to be affected to replace the internal pipe set.,4992,R69217,XC90,563739,572767,,,Volvo Group,2011-05-16,Volvo Group,0.0018984352711169314
2011-05-16,R/2011/059,volvo car,XC90,POWER STEERING ASSISTANCE COULD BE LOST AND FLUID MAY LEAK,A leak may occur from the internal pipes of the steering gear. In most cases the leak will be gradual and will drain the power steering oil generating noise and a slow decrease in the power steering assistance. In the worst case there could be a complete loss of power steering fluid and steering assistance without any warning to the driver.,Recall the vehicles that are likely to be affected to replace the internal pipe set.,4992,R69217,V70,563739,572767,,,Volvo Group,2011-05-16,Volvo Group,0.0018984352711169314
2011-05-16,R/2011/059,volvo car,XC90,POWER STEERING ASSISTANCE COULD BE LOST AND FLUID MAY LEAK,A leak may occur from the internal pipes of the steering gear. In most cases the leak will be gradual and will drain the power steering oil generating noise and a slow decrease in the power steering assistance. In the worst case there could be a complete loss of power steering fluid and steering assistance without any warning to the driver.,Recall the vehicles that are likely to be affected to replace the internal pipe set.,4992,R69217,XC90,553910,576645,,,Volvo Group,2011-05-16,Volvo Group,0.0018984352711169314
2011-05-16,R/2011/059,volvo car,XC90,POWER STEERING ASSISTANCE COULD BE LOST AND FLUID MAY LEAK,A leak may occur from the internal pipes of the steering gear. In most cases the leak will be gradual and will drain the power steering oil generating noise and a slow decrease in the power steering assistance. In the worst case there could be a complete loss of power steering fluid and steering assistance without any warning to the driver.,Recall the vehicles that are likely to be affected to replace the internal pipe set.,4992,R69217,V70,565652,579322,,,Volvo Group,2011-05-16,Volvo Group,0.0018984352711169314
